epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,127.625,1.24469,2.94435,2.56624,1.36081,0,0.35173,0.39169,0.32492,0.19947,0.38737,0.35192,0.32109,0.20878,1.7902,3.02149,2.84731,2.01379,0,0.00041524,0.00041524,0.00041524
2,247.798,1.28444,2.65087,2.07586,1.38757,0,0.42291,0.44466,0.38293,0.23965,0.44409,0.39587,0.36973,0.23677,1.76277,3.10688,2.53696,1.8936,0,0.000825318,0.000825318,0.000825318
3,369.277,1.33197,2.67706,1.98497,1.41288,0,0.44233,0.46387,0.4063,0.24875,0.43598,0.43553,0.39228,0.2506,1.81971,2.91772,2.69101,1.90693,0,0.0012288,0.0012288,0.0012288
4,490.126,1.28988,2.6402,1.87889,1.388,0,0.45727,0.51348,0.44351,0.28727,0.50556,0.45931,0.431,0.29183,1.69581,3.00689,2.25751,1.78908,0,0.0012203,0.0012203,0.0012203
5,609.111,1.25381,2.56808,1.78337,1.36754,0,0.40854,0.54041,0.45793,0.29093,0.54554,0.41327,0.42959,0.28433,1.6737,2.74689,2.24692,1.79018,0,0.0012104,0.0012104,0.0012104
6,727.776,1.21453,2.49285,1.6907,1.35194,0,0.56308,0.50214,0.51043,0.32724,0.57278,0.47084,0.49021,0.32255,1.59565,2.70129,2.10446,1.71011,0,0.0012005,0.0012005,0.0012005
7,846.314,1.18664,2.43185,1.65811,1.3308,0,0.52547,0.5527,0.50785,0.33251,0.52717,0.54137,0.48421,0.32217,1.66203,2.70779,2.05929,1.76261,0,0.0011906,0.0011906,0.0011906
8,965.535,1.17183,2.39753,1.60737,1.32713,0,0.6065,0.56624,0.56208,0.37653,0.57613,0.5413,0.53565,0.36591,1.48119,2.4955,1.90136,1.62081,0,0.0011807,0.0011807,0.0011807
9,1084.19,1.13527,2.34635,1.5466,1.30521,0,0.63057,0.58685,0.61217,0.41437,0.58932,0.55605,0.56875,0.3792,1.46764,2.52008,1.81606,1.60465,0,0.0011708,0.0011708,0.0011708
10,1203.55,1.12045,2.32424,1.51633,1.29197,0,0.57396,0.5762,0.57619,0.38868,0.59959,0.54286,0.55304,0.36608,1.48992,2.49586,1.83855,1.62688,0,0.0011609,0.0011609,0.0011609
11,1323.54,1.09638,2.26606,1.46124,1.2768,0,0.69102,0.55252,0.60755,0.41664,0.67465,0.5329,0.57575,0.39122,1.52064,2.46242,1.81131,1.65525,0,0.001151,0.001151,0.001151
12,1444.87,1.09734,2.25313,1.47415,1.27821,0,0.59873,0.60387,0.60503,0.41788,0.60983,0.57821,0.57499,0.3913,1.49326,2.45859,1.81583,1.61198,0,0.0011411,0.0011411,0.0011411
13,1565.39,1.08091,2.20122,1.41399,1.2595,0,0.59338,0.61819,0.6109,0.4329,0.57844,0.59907,0.58419,0.40036,1.42096,2.43819,1.80113,1.53424,0,0.0011312,0.0011312,0.0011312
14,1686.27,1.08081,2.18642,1.39983,1.26253,0,0.66355,0.6006,0.63925,0.43841,0.6851,0.57532,0.61699,0.42154,1.40584,2.39229,1.65696,1.53779,0,0.0011213,0.0011213,0.0011213
15,1809.22,1.07941,2.19871,1.39658,1.2684,0,0.67916,0.6532,0.65575,0.45545,0.66251,0.63741,0.62336,0.42618,1.41245,2.34561,1.67019,1.53545,0,0.0011114,0.0011114,0.0011114
16,1931.16,1.05539,2.17344,1.35718,1.25607,0,0.64554,0.60348,0.62308,0.44739,0.63673,0.59133,0.60123,0.41919,1.42049,2.39116,1.7059,1.57446,0,0.0011015,0.0011015,0.0011015
17,2052.29,1.03275,2.10715,1.30857,1.23326,0,0.67798,0.65928,0.66996,0.47061,0.67336,0.63246,0.6442,0.44767,1.40323,2.30485,1.60337,1.52858,0,0.0010916,0.0010916,0.0010916
18,2172.95,1.03032,2.12068,1.29651,1.22952,0,0.66552,0.65121,0.67561,0.47996,0.67503,0.62157,0.6344,0.43968,1.37524,2.34332,1.59626,1.5398,0,0.0010817,0.0010817,0.0010817
19,2293.56,1.03392,2.08436,1.31326,1.23025,0,0.63567,0.66188,0.65144,0.46715,0.64619,0.62795,0.62855,0.43602,1.35996,2.38987,1.59737,1.48801,0,0.0010718,0.0010718,0.0010718
20,2415.2,1.03685,2.1123,1.30001,1.22976,0,0.68811,0.66725,0.69709,0.4982,0.69149,0.64148,0.66246,0.46628,1.32062,2.35708,1.51785,1.45878,0,0.0010619,0.0010619,0.0010619
21,2536,1.007,2.07248,1.26994,1.21786,0,0.68556,0.64484,0.6632,0.47387,0.6867,0.62726,0.63038,0.42921,1.35653,2.37099,1.58848,1.50244,0,0.001052,0.001052,0.001052
22,2655.84,0.99268,2.05958,1.2377,1.20949,0,0.71272,0.6678,0.6938,0.49779,0.69226,0.6408,0.6508,0.45415,1.35739,2.37589,1.50156,1.49431,0,0.0010421,0.0010421,0.0010421
23,2773.73,1.00675,2.04333,1.23376,1.21242,0,0.71481,0.66229,0.71065,0.51791,0.71136,0.64668,0.67682,0.48781,1.36968,2.24169,1.46145,1.51408,0,0.0010322,0.0010322,0.0010322
24,2892.32,0.98865,2.00697,1.20745,1.1993,0,0.67269,0.69414,0.68702,0.49988,0.65997,0.68487,0.65525,0.45779,1.2945,2.22687,1.47922,1.44165,0,0.0010223,0.0010223,0.0010223
25,3010.85,0.97418,1.99444,1.20317,1.2008,0,0.65999,0.68449,0.69498,0.51458,0.67672,0.67473,0.67169,0.47791,1.29274,2.28089,1.49655,1.43872,0,0.0010124,0.0010124,0.0010124
26,3132.19,0.97451,1.9694,1.18958,1.19217,0,0.69978,0.6549,0.69405,0.51655,0.69233,0.641,0.66698,0.4752,1.30738,2.2018,1.47203,1.49503,0,0.0010025,0.0010025,0.0010025
27,3250.47,0.97287,1.99965,1.18732,1.19958,0,0.73948,0.67957,0.71423,0.52879,0.73435,0.65944,0.67837,0.48286,1.29439,2.22195,1.42916,1.43586,0,0.0009926,0.0009926,0.0009926
28,3369.2,0.95914,1.95677,1.15643,1.18462,0,0.70941,0.67965,0.70723,0.52554,0.69745,0.66747,0.67503,0.48407,1.28336,2.16877,1.41536,1.43008,0,0.0009827,0.0009827,0.0009827
29,3486.82,0.96001,1.93784,1.15967,1.19039,0,0.71611,0.66742,0.706,0.52908,0.70555,0.66044,0.67008,0.478,1.29808,2.10853,1.3907,1.42802,0,0.0009728,0.0009728,0.0009728
30,3604.7,0.94243,1.92395,1.13426,1.17646,0,0.72177,0.67791,0.71058,0.53277,0.71957,0.65991,0.6808,0.48858,1.29289,2.15083,1.38066,1.45003,0,0.0009629,0.0009629,0.0009629
31,3723.72,0.94739,1.92371,1.13325,1.1767,0,0.7261,0.65796,0.71649,0.53942,0.71295,0.64928,0.6838,0.49418,1.24683,2.21841,1.3999,1.42758,0,0.000953,0.000953,0.000953
32,3843.29,0.94863,1.94738,1.13295,1.17754,0,0.72544,0.68898,0.72786,0.53896,0.7078,0.67794,0.69564,0.49165,1.30159,2.18666,1.36907,1.44254,0,0.0009431,0.0009431,0.0009431
33,3963.63,0.94638,1.91679,1.10582,1.17296,0,0.72535,0.68285,0.72276,0.54463,0.72312,0.66088,0.68894,0.49173,1.25981,2.07337,1.33864,1.41219,0,0.0009332,0.0009332,0.0009332
34,4081.98,0.93651,1.88933,1.1133,1.16533,0,0.73664,0.68934,0.72779,0.5397,0.73016,0.6662,0.69416,0.49638,1.26059,2.09982,1.32575,1.40645,0,0.0009233,0.0009233,0.0009233
35,4201.4,0.92274,1.88195,1.09566,1.1578,0,0.72042,0.6961,0.72244,0.54718,0.71602,0.69272,0.7029,0.50999,1.24772,2.05576,1.35192,1.38929,0,0.0009134,0.0009134,0.0009134
36,4323.56,0.93548,1.89462,1.08885,1.16364,0,0.731,0.69779,0.73362,0.55037,0.72759,0.68806,0.69791,0.49788,1.25161,2.14236,1.33488,1.40401,0,0.0009035,0.0009035,0.0009035
37,4442.44,0.9373,1.89443,1.09614,1.16771,0,0.73973,0.69475,0.74112,0.56889,0.72646,0.68443,0.71184,0.51345,1.25049,2.10613,1.31151,1.41205,0,0.0008936,0.0008936,0.0008936
38,4559.96,0.92038,1.87324,1.07451,1.16002,0,0.72409,0.69533,0.73686,0.55437,0.74386,0.66959,0.70434,0.50821,1.26324,2.05773,1.3234,1.41327,0,0.0008837,0.0008837,0.0008837
39,4677.37,0.92413,1.86673,1.05831,1.15879,0,0.76143,0.66451,0.73194,0.55206,0.7517,0.6653,0.70519,0.50479,1.22945,2.0572,1.2991,1.37702,0,0.0008738,0.0008738,0.0008738
40,4795.79,0.91584,1.87635,1.06204,1.15595,0,0.72629,0.69278,0.74362,0.57266,0.74738,0.68273,0.7169,0.52436,1.22011,2.05608,1.30995,1.36245,0,0.0008639,0.0008639,0.0008639
41,4913.22,0.90039,1.8363,1.03953,1.14938,0,0.75635,0.67543,0.73797,0.56628,0.76911,0.66933,0.71868,0.52016,1.21182,1.98278,1.32324,1.36374,0,0.000854,0.000854,0.000854
42,5029.03,0.89606,1.8299,1.03392,1.14513,0,0.71428,0.70602,0.74234,0.5664,0.70962,0.68763,0.70915,0.51549,1.23259,2.06849,1.29939,1.38115,0,0.0008441,0.0008441,0.0008441
43,5145.51,0.89978,1.86953,1.04754,1.14537,0,0.75046,0.71298,0.75227,0.57496,0.73318,0.69983,0.72136,0.5242,1.22722,2.08644,1.28765,1.37579,0,0.0008342,0.0008342,0.0008342
44,5261.73,0.89108,1.80582,1.0193,1.13706,0,0.71874,0.70473,0.73909,0.56657,0.7341,0.67426,0.71318,0.5173,1.21987,2.04605,1.2858,1.36549,0,0.0008243,0.0008243,0.0008243
45,5379.19,0.89939,1.81553,1.02217,1.14144,0,0.7847,0.69475,0.75372,0.57165,0.77213,0.68334,0.71809,0.51831,1.22426,2.04097,1.24077,1.38325,0,0.0008144,0.0008144,0.0008144
46,5499.01,0.87246,1.77117,1.00005,1.13468,0,0.74814,0.6926,0.74029,0.56719,0.74081,0.68648,0.70931,0.51691,1.22583,2.07897,1.30381,1.3835,0,0.0008045,0.0008045,0.0008045
47,5617.03,0.87793,1.79034,0.99902,1.13372,0,0.75054,0.70965,0.74653,0.57345,0.75037,0.69219,0.72108,0.52689,1.22271,2.02865,1.2513,1.38796,0,0.0007946,0.0007946,0.0007946
48,5735.93,0.88128,1.80269,1.01049,1.13643,0,0.73435,0.71288,0.75347,0.57619,0.73237,0.69377,0.72375,0.52505,1.20613,2.0043,1.2416,1.36462,0,0.0007847,0.0007847,0.0007847
49,5855.77,0.8659,1.76639,0.98505,1.12804,0,0.75658,0.7034,0.75058,0.57785,0.76221,0.68596,0.71909,0.52297,1.19283,2.01889,1.2564,1.35759,0,0.0007748,0.0007748,0.0007748
50,5974.68,0.87084,1.79963,0.98126,1.12938,0,0.77453,0.70714,0.76072,0.57947,0.75879,0.69264,0.73095,0.52789,1.24331,2.03096,1.23167,1.38613,0,0.0007649,0.0007649,0.0007649
51,6094.87,0.86214,1.75596,0.97438,1.1249,0,0.77135,0.70205,0.75637,0.57998,0.77165,0.67288,0.72478,0.52624,1.2044,1.97061,1.2352,1.34561,0,0.000755,0.000755,0.000755
52,6215.37,0.85892,1.7764,0.9681,1.11991,0,0.76332,0.70565,0.75829,0.58253,0.76161,0.69133,0.72084,0.52698,1.20724,2.08712,1.24811,1.35938,0,0.0007451,0.0007451,0.0007451
53,6334.37,0.86342,1.7673,0.96439,1.12631,0,0.80604,0.6926,0.76776,0.59876,0.78606,0.68358,0.7248,0.53427,1.17824,2.04693,1.21065,1.34447,0,0.0007352,0.0007352,0.0007352
54,6454.87,0.86563,1.74371,0.97039,1.12435,0,0.77432,0.71031,0.75923,0.59125,0.76191,0.69853,0.72997,0.53545,1.16701,1.99046,1.21034,1.34193,0,0.0007253,0.0007253,0.0007253
55,6573.66,0.8555,1.7284,0.94178,1.12276,0,0.78052,0.72208,0.76714,0.5992,0.77277,0.7058,0.73728,0.54542,1.18276,2.04503,1.19802,1.3343,0,0.0007154,0.0007154,0.0007154
56,6692.88,0.8462,1.72371,0.94661,1.112,0,0.79212,0.70322,0.77262,0.59588,0.78523,0.69558,0.74166,0.54685,1.1924,1.97256,1.18379,1.3489,0,0.0007055,0.0007055,0.0007055
57,6812.19,0.84592,1.73103,0.94324,1.11298,0,0.76128,0.72774,0.76931,0.59398,0.75076,0.71173,0.7368,0.54115,1.1639,1.96046,1.17886,1.33798,0,0.0006956,0.0006956,0.0006956
58,6932.4,0.84715,1.72536,0.93979,1.11254,0,0.77673,0.71766,0.76237,0.59185,0.77572,0.70319,0.73402,0.5356,1.18647,2.0276,1.21016,1.35329,0,0.0006857,0.0006857,0.0006857
59,7054.92,0.85134,1.74025,0.94371,1.11561,0,0.77479,0.71662,0.7662,0.59288,0.77958,0.71044,0.73841,0.54176,1.17842,1.98906,1.19573,1.33847,0,0.0006758,0.0006758,0.0006758
60,7173.75,0.83454,1.69838,0.91263,1.10567,0,0.79606,0.70583,0.77662,0.60587,0.78849,0.69051,0.74238,0.54514,1.15948,2.01587,1.19078,1.32899,0,0.0006659,0.0006659,0.0006659
61,7293.81,0.84128,1.72348,0.92562,1.11176,0,0.80293,0.70045,0.77428,0.6055,0.79205,0.69516,0.74631,0.54723,1.16602,1.95885,1.18307,1.33218,0,0.000656,0.000656,0.000656
62,7413.5,0.84891,1.73718,0.93277,1.11458,0,0.75283,0.72257,0.76698,0.6003,0.74663,0.72043,0.73758,0.54201,1.1717,1.97763,1.20378,1.34188,0,0.0006461,0.0006461,0.0006461
63,7533.04,0.82332,1.67412,0.89965,1.10321,0,0.78986,0.70574,0.77395,0.60237,0.78394,0.70408,0.74772,0.54437,1.17733,1.96999,1.18246,1.34752,0,0.0006362,0.0006362,0.0006362
64,7653.48,0.84015,1.67543,0.90522,1.10267,0,0.75873,0.73334,0.77812,0.60869,0.74887,0.72795,0.75018,0.54588,1.16515,1.9809,1.17984,1.32996,0,0.0006263,0.0006263,0.0006263
65,7772.85,0.82055,1.6884,0.89356,1.09951,0,0.79952,0.7166,0.78068,0.60723,0.78694,0.70949,0.74275,0.54316,1.17719,1.94804,1.15738,1.37092,0,0.0006164,0.0006164,0.0006164
66,7890.4,0.82237,1.69327,0.8983,1.10132,0,0.79182,0.72249,0.77998,0.60684,0.78091,0.71693,0.74727,0.54773,1.16705,1.951,1.17447,1.33704,0,0.0006065,0.0006065,0.0006065
67,8007.54,0.83475,1.69719,0.90653,1.10509,0,0.80721,0.7127,0.77893,0.60775,0.80278,0.70411,0.74293,0.54627,1.16196,1.97536,1.16652,1.32644,0,0.0005966,0.0005966,0.0005966
68,8126.75,0.81377,1.66157,0.87732,1.0955,0,0.77718,0.71544,0.77612,0.60804,0.77402,0.70032,0.74281,0.54596,1.16794,1.95683,1.1474,1.32834,0,0.0005867,0.0005867,0.0005867
69,8245.69,0.82126,1.66857,0.88913,1.09622,0,0.78174,0.71797,0.77157,0.60173,0.77605,0.70515,0.73911,0.53603,1.16244,1.95221,1.16118,1.33405,0,0.0005768,0.0005768,0.0005768
70,8364.74,0.82827,1.67274,0.88755,1.10105,0,0.76683,0.7171,0.76844,0.60367,0.78417,0.69063,0.73987,0.54625,1.15441,1.94186,1.1515,1.3293,0,0.0005669,0.0005669,0.0005669
71,8484.5,0.81849,1.66398,0.88398,1.0951,0,0.79467,0.72228,0.77147,0.60362,0.77798,0.70947,0.74108,0.54143,1.15361,1.97163,1.15553,1.3293,0,0.000557,0.000557,0.000557
72,8607.28,0.80921,1.67387,0.87982,1.09089,0,0.78275,0.73429,0.77828,0.6085,0.77084,0.71949,0.74364,0.54812,1.1514,1.9607,1.14733,1.33319,0,0.0005471,0.0005471,0.0005471
73,8727.69,0.80524,1.64347,0.86294,1.0937,0,0.77795,0.73107,0.77572,0.60802,0.76515,0.71745,0.74337,0.54692,1.14985,1.94357,1.13998,1.32354,0,0.0005372,0.0005372,0.0005372
74,8846.09,0.80454,1.64105,0.85567,1.08742,0,0.79959,0.72756,0.78872,0.62045,0.78736,0.71667,0.75665,0.55457,1.14295,1.92974,1.12479,1.32112,0,0.0005273,0.0005273,0.0005273
75,8962.96,0.8036,1.63664,0.85078,1.08707,0,0.78417,0.73723,0.78965,0.62524,0.78767,0.71697,0.75467,0.5603,1.14061,1.93998,1.12055,1.31237,0,0.0005174,0.0005174,0.0005174
76,9081.07,0.80409,1.6422,0.8528,1.08587,0,0.80942,0.72424,0.77997,0.61268,0.80527,0.70402,0.7495,0.54997,1.13578,1.95571,1.12815,1.31199,0,0.0005075,0.0005075,0.0005075
77,9199.5,0.79452,1.63378,0.85724,1.08612,0,0.78293,0.74052,0.78933,0.62431,0.8008,0.71064,0.75903,0.55939,1.1414,1.96411,1.11172,1.32636,0,0.0004976,0.0004976,0.0004976
78,9317.15,0.79926,1.62172,0.84657,1.08888,0,0.7975,0.73252,0.79018,0.62092,0.79355,0.72076,0.76205,0.56036,1.1434,1.93387,1.11609,1.3194,0,0.0004877,0.0004877,0.0004877
79,9435.25,0.81508,1.65257,0.86517,1.09409,0,0.794,0.73288,0.78797,0.6166,0.78372,0.72895,0.75376,0.5558,1.14108,1.97275,1.13101,1.31093,0,0.0004778,0.0004778,0.0004778
80,9554.75,0.77856,1.59708,0.83078,1.07526,0,0.79061,0.74203,0.78947,0.62678,0.78533,0.73409,0.7628,0.56522,1.13168,1.94175,1.10736,1.3061,0,0.0004679,0.0004679,0.0004679
81,9674.15,0.79242,1.61337,0.83016,1.08282,0,0.81493,0.72108,0.79192,0.62669,0.80805,0.70961,0.7627,0.56512,1.1412,1.91126,1.11548,1.31023,0,0.000458,0.000458,0.000458
82,9792.37,0.79962,1.61752,0.85707,1.085,0,0.78412,0.74191,0.78703,0.62092,0.77729,0.73262,0.75912,0.55995,1.15519,1.9008,1.12115,1.32304,0,0.0004481,0.0004481,0.0004481
83,9910.16,0.78473,1.58082,0.81938,1.07805,0,0.78677,0.74437,0.7933,0.62908,0.7744,0.73293,0.75999,0.5643,1.13529,1.91582,1.10003,1.31073,0,0.0004382,0.0004382,0.0004382
84,10029.9,0.78492,1.58915,0.82083,1.07567,0,0.78084,0.74794,0.7945,0.62828,0.78322,0.73048,0.76584,0.56568,1.13448,1.91395,1.09395,1.30093,0,0.0004283,0.0004283,0.0004283
85,10150.4,0.7865,1.58568,0.83689,1.08062,0,0.79605,0.74008,0.78849,0.62315,0.79167,0.72887,0.76208,0.56083,1.13108,1.93092,1.11939,1.29769,0,0.0004184,0.0004184,0.0004184
86,10271.3,0.79348,1.62321,0.83389,1.07943,0,0.79065,0.73664,0.79209,0.62573,0.79515,0.72086,0.76409,0.55929,1.12928,1.93061,1.10642,1.29473,0,0.0004085,0.0004085,0.0004085
87,10390.3,0.78575,1.59159,0.81513,1.0769,0,0.80161,0.73065,0.79723,0.63083,0.8056,0.72006,0.76862,0.56809,1.13101,1.91316,1.09932,1.31148,0,0.0003986,0.0003986,0.0003986
88,10510.4,0.78583,1.5894,0.82664,1.07723,0,0.81517,0.73015,0.79533,0.63635,0.80188,0.72113,0.76277,0.56818,1.1167,1.91886,1.09407,1.28692,0,0.0003887,0.0003887,0.0003887
89,10630,0.76876,1.55331,0.79748,1.06385,0,0.83271,0.72519,0.79576,0.63432,0.82177,0.70773,0.76504,0.56661,1.11482,1.90728,1.09693,1.28536,0,0.0003788,0.0003788,0.0003788
90,10748.8,0.75649,1.56765,0.80509,1.06627,0,0.81563,0.72895,0.79628,0.63109,0.80286,0.71998,0.76249,0.56294,1.12086,1.9048,1.09346,1.29754,0,0.0003689,0.0003689,0.0003689
91,10868.5,0.75755,1.54983,0.78682,1.05933,0,0.79821,0.74324,0.79512,0.62927,0.78004,0.72153,0.75761,0.56177,1.11807,1.93743,1.08445,1.2867,0,0.000359,0.000359,0.000359
92,10988.8,0.76611,1.55511,0.79335,1.06556,0,0.77602,0.76387,0.79972,0.63439,0.81057,0.71644,0.76798,0.56599,1.11588,1.91596,1.08347,1.27987,0,0.0003491,0.0003491,0.0003491
93,11108,0.76978,1.57285,0.79549,1.07012,0,0.80117,0.73875,0.79656,0.62884,0.78475,0.72551,0.76431,0.56527,1.13253,1.90556,1.09464,1.29616,0,0.0003392,0.0003392,0.0003392
94,11230.8,0.75402,1.55484,0.78002,1.0626,0,0.7909,0.74776,0.80111,0.63671,0.77473,0.7358,0.77005,0.57142,1.12605,1.93572,1.08838,1.29449,0,0.0003293,0.0003293,0.0003293
95,11352,0.76371,1.54643,0.78092,1.0651,0,0.79718,0.73662,0.79927,0.63707,0.78602,0.72961,0.77092,0.57163,1.12355,1.93056,1.08256,1.29576,0,0.0003194,0.0003194,0.0003194
96,11474.8,0.74824,1.53203,0.77509,1.05574,0,0.8262,0.74263,0.80467,0.63974,0.80648,0.73216,0.77542,0.57178,1.12124,1.90601,1.07938,1.29822,0,0.0003095,0.0003095,0.0003095
97,11595.1,0.75826,1.55299,0.7784,1.06524,0,0.82177,0.74152,0.80517,0.63768,0.8083,0.73103,0.77412,0.56995,1.11782,1.8859,1.07852,1.30291,0,0.0002996,0.0002996,0.0002996
98,11717.9,0.74973,1.54108,0.77613,1.0577,0,0.81349,0.74151,0.80192,0.64155,0.80045,0.72871,0.77091,0.5704,1.1114,1.90413,1.06952,1.29224,0,0.0002897,0.0002897,0.0002897
99,11839.4,0.7581,1.53414,0.77329,1.05833,0,0.81678,0.7374,0.80322,0.64319,0.80712,0.72731,0.77447,0.57653,1.10727,1.90213,1.06784,1.28279,0,0.0002798,0.0002798,0.0002798
100,11960.1,0.74294,1.50141,0.75507,1.05401,0,0.82423,0.73402,0.80368,0.63888,0.81698,0.72437,0.77461,0.57022,1.12007,1.87465,1.0638,1.29141,0,0.0002699,0.0002699,0.0002699
101,12081.2,0.73738,1.51438,0.74692,1.04888,0,0.79749,0.74847,0.80539,0.64114,0.83178,0.70812,0.77581,0.57418,1.11428,1.89952,1.06645,1.2864,0,0.00026,0.00026,0.00026
102,12202.1,0.74269,1.51431,0.7612,1.05573,0,0.81587,0.73692,0.80289,0.64441,0.81801,0.71744,0.77117,0.576,1.10863,1.90064,1.06171,1.28212,0,0.0002501,0.0002501,0.0002501
103,12324.1,0.7491,1.5226,0.76206,1.05149,0,0.79506,0.7434,0.79617,0.63794,0.79022,0.72526,0.76957,0.56968,1.10796,1.90739,1.07505,1.2814,0,0.0002402,0.0002402,0.0002402
104,12444.4,0.74291,1.52347,0.76855,1.05002,0,0.80888,0.73736,0.79282,0.63905,0.8021,0.72364,0.76377,0.56954,1.10276,1.896,1.07814,1.28514,0,0.0002303,0.0002303,0.0002303
105,12564.5,0.7328,1.49856,0.74479,1.04825,0,0.81464,0.74139,0.79527,0.64233,0.79897,0.73129,0.76814,0.57498,1.09729,1.88975,1.06996,1.28259,0,0.0002204,0.0002204,0.0002204
106,12684.9,0.73721,1.50805,0.73791,1.04624,0,0.81522,0.73349,0.79805,0.63926,0.81703,0.71633,0.76944,0.57157,1.10701,1.89232,1.06347,1.28508,0,0.0002105,0.0002105,0.0002105
107,12804.8,0.73335,1.51814,0.7476,1.051,0,0.79271,0.7426,0.79699,0.64096,0.80277,0.7249,0.76377,0.56939,1.10692,1.89862,1.05884,1.28628,0,0.0002006,0.0002006,0.0002006
108,12926.7,0.7251,1.50905,0.73804,1.04144,0,0.82234,0.72833,0.7952,0.64002,0.81519,0.71373,0.76778,0.57178,1.10574,1.89284,1.06003,1.27842,0,0.0001907,0.0001907,0.0001907
109,13052.1,0.73154,1.49413,0.73425,1.0469,0,0.81154,0.74453,0.79417,0.63896,0.79696,0.73613,0.76847,0.57046,1.10408,1.89153,1.05828,1.27541,0,0.0001808,0.0001808,0.0001808
110,13175.3,0.72819,1.49694,0.73339,1.04494,0,0.80234,0.74465,0.79625,0.64011,0.80187,0.73097,0.77182,0.57037,1.1054,1.88906,1.05665,1.27915,0,0.0001709,0.0001709,0.0001709
111,13297.7,0.73126,1.48589,0.73251,1.04635,0,0.80357,0.742,0.79693,0.64361,0.79042,0.73432,0.77129,0.57528,1.10724,1.90672,1.05731,1.28397,0,0.000161,0.000161,0.000161
112,13422.6,0.73774,1.50834,0.74542,1.05095,0,0.79388,0.7486,0.79612,0.6434,0.78603,0.73947,0.7726,0.57561,1.10487,1.89759,1.05984,1.28283,0,0.0001511,0.0001511,0.0001511
113,13543.6,0.7353,1.5234,0.74333,1.04807,0,0.79378,0.75025,0.79835,0.64353,0.79391,0.73289,0.77244,0.57627,1.10635,1.88859,1.05611,1.28398,0,0.0001412,0.0001412,0.0001412
114,13666.7,0.71491,1.47965,0.71533,1.03634,0,0.81213,0.74188,0.79721,0.64179,0.83179,0.71192,0.77279,0.5757,1.10641,1.89037,1.05904,1.27787,0,0.0001313,0.0001313,0.0001313
115,13787.3,0.72683,1.48974,0.72549,1.0427,0,0.80708,0.74726,0.79368,0.63794,0.82548,0.71293,0.77038,0.57448,1.10953,1.90345,1.05895,1.27811,0,0.0001214,0.0001214,0.0001214
116,13900.7,0.696,1.32477,0.68769,1.05544,0,0.8108,0.74588,0.79343,0.63657,0.7933,0.73314,0.76854,0.57086,1.11376,1.92359,1.05862,1.28467,0,0.0001115,0.0001115,0.0001115
117,14012.5,0.67824,1.2752,0.65744,1.04484,0,0.80998,0.74259,0.79691,0.64181,0.7969,0.7302,0.77232,0.57568,1.10727,1.92713,1.05408,1.27762,0,0.0001016,0.0001016,0.0001016
118,14123.8,0.66434,1.27759,0.64419,1.04164,0,0.80921,0.74338,0.79746,0.64396,0.81721,0.71778,0.77264,0.57734,1.10013,1.91482,1.05304,1.27389,0,9.17e-05,9.17e-05,9.17e-05
119,14236.1,0.66576,1.26214,0.64207,1.04112,0,0.82402,0.73816,0.79796,0.64599,0.80987,0.72454,0.77384,0.5785,1.09775,1.90847,1.04653,1.26783,0,8.18e-05,8.18e-05,8.18e-05
120,14346.5,0.66057,1.27093,0.6359,1.03586,0,0.84002,0.72815,0.79912,0.647,0.82621,0.71608,0.77305,0.57859,1.09651,1.90545,1.04394,1.26608,0,7.19e-05,7.19e-05,7.19e-05
121,14454.9,0.65793,1.25762,0.62522,1.03743,0,0.83077,0.73191,0.79874,0.64391,0.8312,0.71367,0.77253,0.57823,1.09522,1.9044,1.04313,1.26686,0,6.2e-05,6.2e-05,6.2e-05
122,14563,0.65579,1.25082,0.62555,1.03527,0,0.83009,0.73437,0.79822,0.64519,0.81883,0.71959,0.77172,0.57507,1.09249,1.90733,1.04524,1.26477,0,5.21e-05,5.21e-05,5.21e-05
123,14671.8,0.65434,1.23718,0.62469,1.0327,0,0.82007,0.73864,0.79852,0.64478,0.80614,0.72527,0.77159,0.57576,1.09351,1.90766,1.04496,1.26515,0,4.22e-05,4.22e-05,4.22e-05
124,14779.1,0.65106,1.24972,0.62549,1.03033,0,0.82869,0.73759,0.799,0.64659,0.81658,0.71939,0.77286,0.57629,1.09105,1.90981,1.04328,1.26629,0,3.23e-05,3.23e-05,3.23e-05
125,14887,0.64468,1.24869,0.61651,1.02878,0,0.81451,0.74511,0.79926,0.64699,0.79726,0.73259,0.77266,0.5761,1.09093,1.90708,1.04298,1.26767,0,2.24e-05,2.24e-05,2.24e-05
